value,description,name,table
COL,COLLINS CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
COX,COXSACKIE CORRECTIOANL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
CPH,CAMP PHARSALIA,inmate,inputs/Lookup/tblInmateHousing.csv
CSU,SUMMIT SHOCK INCARCERATION FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
CVI,CAPE VINCENT CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
DCY,YORK COUNTY PRISON,inmate,inputs/Lookup/tblInmateHousing.csv
DOW,DOWNSTATE CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
EAS,EASTERN CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
ECI,EASTERN CORRECTIONAL INSTITUTION,inmate,inputs/Lookup/tblInmateHousing.csv
EDG,EDGECOMBE CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
ELM,ELMIRA CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
ESG,EDGECOMBE CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
FIS,FISHKILL CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
FRA,FRANKLIN CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
FUL,FULTON CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
GHN,GREEN HAVEN CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
GMW,GREAT MEADOW CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
GOU,GOUVERNEUR CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
GOW,GOWANDA CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
GRE,GREENE CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
GRO,GROVELAND CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
HAL,HALE CREEK CORRECTIONAL FAC.,inmate,inputs/Lookup/tblInmateHousing.csv
HCC,HALE CREEK ASACTC,inmate,inputs/Lookup/tblInmateHousing.csv
HUD,HUDSON  CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
JOH,JOHNSTOWN ASACTC,inmate,inputs/Lookup/tblInmateHousing.csv
LAK,LAKEVIEW SHOCK INCARCERATION FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
LIN,LINCOLN CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
LIV,LIVINGSTON CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
LOR,LORTON CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
LYO,LYONS MOUNTAIN CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
MAR,MARCY CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
MCG,MT MCGREGER CAMP,inmate,inputs/Lookup/tblInmateHousing.csv
MCH,MARYLAND CORRECTIONAL INSTITUTION--HAGERSTOWN,inmate,inputs/Lookup/tblInmateHousing.csv
MCJ,MARYLAND CORRECTIONAL INSTITUTION AT JESSUP,inmate,inputs/Lookup/tblInmateHousing.csv
MCT,MARYLAND CORRECTIONAL TRAINING CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
MCW,MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN,inmate,inputs/Lookup/tblInmateHousing.csv
MHC,MARYLAND HOUSE OF CORRECTIONS,inmate,inputs/Lookup/tblInmateHousing.csv
MMG,MOUNT MCGREGOR CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
MOE,MID-ORANGE CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
MOH,MOHAWK CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
MOR,MORIAH SHOCK INCARCERATION FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
MRD,MARYLAND RECEPTION AND CLASSIFICATION CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
MST,MID-STATE CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
MTC,MARYLAND TRANSIT CENTER (MTC)                     ,inmate,inputs/Lookup/tblInmateHousing.csv
OGB,OGDENSBURG CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
ONE,ONEIDA CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
ORL,ORLEANS CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
OTI,OTISVILLE CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
PAR,PARKSIDE CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
PAT,PATUXENT INSTITUTION,inmate,inputs/Lookup/tblInmateHousing.csv
PET,PETERSBURG FEDERAL CORRECTIONAL INSTITUTE,inmate,inputs/Lookup/tblInmateHousing.csv
PGC,PRINCE GEORGE'S CO. DETENTION CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
POW,POWHATAN CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
QUE,QUEENSBORO CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
RIK,RIKERS,inmate,inputs/Lookup/tblInmateHousing.csv
RIV,RIVERVIEW CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
ROC,ROCHESTER CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
ROX,ROXBURY CORRECTIONAL INSTITUTION,inmate,inputs/Lookup/tblInmateHousing.csv
S10,SCI GRATERFORD/ NEW ADMIN. PERSONNEL OFFICE,inmate,inputs/Lookup/tblInmateHousing.csv
S11,SCI FRACKVILLE,inmate,inputs/Lookup/tblInmateHousing.csv
S12,SCI-GREENSBURG,inmate,inputs/Lookup/tblInmateHousing.csv
S13,SCI LAUREL HIGHLANDS,inmate,inputs/Lookup/tblInmateHousing.csv
S14,SCI-CAMBRIDGE SPRINGS,inmate,inputs/Lookup/tblInmateHousing.csv
S15,SCI-HOUTZDALE,inmate,inputs/Lookup/tblInmateHousing.csv
S17,SCI-LISBURN,inmate,inputs/Lookup/tblInmateHousing.csv
S18,SCI-HUNLOCK,inmate,inputs/Lookup/tblInmateHousing.csv
S19,SCI-MUNCY,inmate,inputs/Lookup/tblInmateHousing.csv
S20,SCI-QUEHANNA MOTIVATIONAL BOOT CAMP,inmate,inputs/Lookup/tblInmateHousing.csv
S21,SCI-GREENE,inmate,inputs/Lookup/tblInmateHousing.csv
S22,SCI-ALBION,inmate,inputs/Lookup/tblInmateHousing.csv
S23,SCI-MERCER,inmate,inputs/Lookup/tblInmateHousing.csv
S24,SCI-PITTSBURGH,inmate,inputs/Lookup/tblInmateHousing.csv
S25,SCI-WAYNESBURG                                    ,inmate,inputs/Lookup/tblInmateHousing.csv
SC0,SOMERSET SCI,inmate,inputs/Lookup/tblInmateHousing.csv
SC1,SCI-HUNTINGDON,inmate,inputs/Lookup/tblInmateHousing.csv
SC2,SCI RETREAT,inmate,inputs/Lookup/tblInmateHousing.csv
SC3,SCI CAMPHILL,inmate,inputs/Lookup/tblInmateHousing.csv
SC4,SCI ROCKVIEW,inmate,inputs/Lookup/tblInmateHousing.csv
SC5,SCI CRESSON,inmate,inputs/Lookup/tblInmateHousing.csv
SC6,SCI WAYMART,inmate,inputs/Lookup/tblInmateHousing.csv
SC7,SCI DALLAS/ SUPERINTENDANTS OFFICE,inmate,inputs/Lookup/tblInmateHousing.csv
SC8,SCI MAHANOY,inmate,inputs/Lookup/tblInmateHousing.csv
SC9,SCI SMITHFIELD,inmate,inputs/Lookup/tblInmateHousing.csv
SCI,SCI COAL TWP,inmate,inputs/Lookup/tblInmateHousing.csv
SGK,SHAWANGUNK CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
SHA,SHAWANGUNK CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
SIN,SING SING CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
SOU,SOUTHPORT CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
SUL,SULLIVAN CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
TAC,TACONIC CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
ULS,ULSTER CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
WAL,WALLKILL CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
WAS,WASHINGTON CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
WAT,WATERTOWN CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
WCI,WESTERN CORRECTIONAL INSTITUTION,inmate,inputs/Lookup/tblInmateHousing.csv
WEN,WENDE CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
WMD,WALSH MEDICAL C/O MOHAWK CF,inmate,inputs/Lookup/tblInmateHousing.csv
WOO,WOODBRIDGE CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
WYO,WYOMING CORRECTIONAL FACILITY,inmate,inputs/Lookup/tblInmateHousing.csv
APA,APALACHEE C.I.                                    ,inmate,inputs/Lookup/tblInmateHousing.csv
AVO,AVON PARK C.I.                                    ,inmate,inputs/Lookup/tblInmateHousing.csv
BAK,BAKER C.I.                                        ,inmate,inputs/Lookup/tblInmateHousing.csv
BAY,BAY CORRECTIONAL INSTITUTION                      ,inmate,inputs/Lookup/tblInmateHousing.csv
BEL,BELLE GLADES C.I.                                 ,inmate,inputs/Lookup/tblInmateHousing.csv
BRE,BREVARD C.I.                                      ,inmate,inputs/Lookup/tblInmateHousing.csv
BRO,BROWARD C.I.                                      ,inmate,inputs/Lookup/tblInmateHousing.csv
CAL,CALHOUN C.I.                                      ,inmate,inputs/Lookup/tblInmateHousing.csv
CEN,CENTURY C.I.                                      ,inmate,inputs/Lookup/tblInmateHousing.csv
CFR,CENTRAL FLORIDA RECEPTION CENTER                  ,inmate,inputs/Lookup/tblInmateHousing.csv
CHA,CHARLOTTE C.I.                                    ,inmate,inputs/Lookup/tblInmateHousing.csv
COL,COLUMBIA C.I.                                     ,inmate,inputs/Lookup/tblInmateHousing.csv
COR,CORRECTIONS MENTAL HEALTH INSTITUION              ,inmate,inputs/Lookup/tblInmateHousing.csv
CRO,CROSS CITY C.I.                                   ,inmate,inputs/Lookup/tblInmateHousing.csv
DAD,DADE C.I.                                         ,inmate,inputs/Lookup/tblInmateHousing.csv
DES,DESOTO C.I.                                       ,inmate,inputs/Lookup/tblInmateHousing.csv
EVE,EVERGLADES CORRECTIONAL INSTITUTION               ,inmate,inputs/Lookup/tblInmateHousing.csv
FLO,FLORIDA C.I.                                      ,inmate,inputs/Lookup/tblInmateHousing.csv
FRA,FRANKLIN WORK CAMP                                ,inmate,inputs/Lookup/tblInmateHousing.csv
FSP,FLORIDA STATE PRISON C.I.                         ,inmate,inputs/Lookup/tblInmateHousing.csv
GUL,GULF C.I.                                         ,inmate,inputs/Lookup/tblInmateHousing.csv
GWC,GAINESVILLE WORK CAMP                             ,inmate,inputs/Lookup/tblInmateHousing.csv
HAM,HAMILTON C.I.                                     ,inmate,inputs/Lookup/tblInmateHousing.csv
HAR,HARDEE C.I.                                       ,inmate,inputs/Lookup/tblInmateHousing.csv
HEN,HENDRY C.I.                                       ,inmate,inputs/Lookup/tblInmateHousing.csv
HIL,HILLISBOROUGH C.I.                                ,inmate,inputs/Lookup/tblInmateHousing.csv
HOL,HOLMES C.I.                                       ,inmate,inputs/Lookup/tblInmateHousing.csv
IND,INDIAN RIVER C.I.                                 ,inmate,inputs/Lookup/tblInmateHousing.csv
JAC,JACKSON C.I.                                      ,inmate,inputs/Lookup/tblInmateHousing.csv
JEF,JEFFERSON C.I.                                    ,inmate,inputs/Lookup/tblInmateHousing.csv
LAK,LAKE C.I.                                         ,inmate,inputs/Lookup/tblInmateHousing.csv
LAN,LANTANA C.I.                                      ,inmate,inputs/Lookup/tblInmateHousing.csv
LAS,LANCASTER C.I.                                    ,inmate,inputs/Lookup/tblInmateHousing.csv
LAW,LAWTEY C.I.                                       ,inmate,inputs/Lookup/tblInmateHousing.csv
LCI,LAKE CITY CORRECTIONAL INSTITUTION                ,inmate,inputs/Lookup/tblInmateHousing.csv
LIB,LIBERTY C.I.                                      ,inmate,inputs/Lookup/tblInmateHousing.csv
LOX,LOXAHATECHEE                                      ,inmate,inputs/Lookup/tblInmateHousing.csv
MAD,MADISON C.I.                                      ,inmate,inputs/Lookup/tblInmateHousing.csv
MAN,MARION C.I.                                       ,inmate,inputs/Lookup/tblInmateHousing.csv
MAR,MARTIN C.I.                                       ,inmate,inputs/Lookup/tblInmateHousing.csv
MAY,MAYO C.I.                                         ,inmate,inputs/Lookup/tblInmateHousing.csv
MHI,MENTAL HEALTH INSTITUTION                         ,inmate,inputs/Lookup/tblInmateHousing.csv
MNC,MIAMI NORTH COMMUNITY CORRECTIONAL CENTER         ,inmate,inputs/Lookup/tblInmateHousing.csv
MOO,MOORE HAVEN CORRECTIONAL INSTITUTION              ,inmate,inputs/Lookup/tblInmateHousing.csv
NEW,NEW RIVER C.I.                                    ,inmate,inputs/Lookup/tblInmateHousing.csv
NFR,NORTH FLORIDA RECEPTION CENTER                    ,inmate,inputs/Lookup/tblInmateHousing.csv
OKA,OKALOOSA C.I.                                     ,inmate,inputs/Lookup/tblInmateHousing.csv
OKE,OKEECHOBEE CORRECTIONAL INSTITUTION               ,inmate,inputs/Lookup/tblInmateHousing.csv
PER,PERRY CORRECTIONAL INSTITUTION                    ,inmate,inputs/Lookup/tblInmateHousing.csv
POL,POLK C.I.                                         ,inmate,inputs/Lookup/tblInmateHousing.csv
PUT,PUTNAM C.I.                                       ,inmate,inputs/Lookup/tblInmateHousing.csv
QUI,QUINCY CORRECTIONAL INSTITUTION                   ,inmate,inputs/Lookup/tblInmateHousing.csv
REC,RECEPTION AND MEDICAL CENTER                      ,inmate,inputs/Lookup/tblInmateHousing.csv
RIV,RIVER JUNCTION C.I.                               ,inmate,inputs/Lookup/tblInmateHousing.csv
SAN,SANTA ROSA CORRECTIONAL INSTITUTION               ,inmate,inputs/Lookup/tblInmateHousing.csv
SFR,SOUTH FLORIDA RECEPTION CENTER                    ,inmate,inputs/Lookup/tblInmateHousing.csv
SOU,SOUTH BAY CORRECTIONAL FACILITY                   ,inmate,inputs/Lookup/tblInmateHousing.csv
SUM,SUMTER C.I.                                       ,inmate,inputs/Lookup/tblInmateHousing.csv
TAY,TAYLOR CORRECTIONAL INSTITUTION                   ,inmate,inputs/Lookup/tblInmateHousing.csv
TGK,CINDAY TALBOT                                     ,inmate,inputs/Lookup/tblInmateHousing.csv
TOM,TOMOKA C.I.                                       ,inmate,inputs/Lookup/tblInmateHousing.csv
UNI,UNION C.I.                                        ,inmate,inputs/Lookup/tblInmateHousing.csv
WAL,WALTON C.I.                                       ,inmate,inputs/Lookup/tblInmateHousing.csv
WAS,WASHINGTON CORRECTIONAL INSTITUTION               ,inmate,inputs/Lookup/tblInmateHousing.csv
ZEP,ZEPHYRHILLS C.I.                                  ,inmate,inputs/Lookup/tblInmateHousing.csv
ACC,ABODE CORRECTIONAL CENTER                         ,inmate,inputs/Lookup/tblInmateHousing.csv
ADR,ADRIAN TEMPORARY FACILITY                         ,inmate,inputs/Lookup/tblInmateHousing.csv
ALG,ALGOA CORRECTIONAL CENTER                         ,inmate,inputs/Lookup/tblInmateHousing.csv
ALL,ALLEN CORRECTIONAL INSTITUTION                    ,inmate,inputs/Lookup/tblInmateHousing.csv
APP,NORTH DAKOTA DEPARTMENT OF CORRECTIONS/APPLETON   ,inmate,inputs/Lookup/tblInmateHousing.csv
ARK,ARKANSAS VALLEY CORRECTIONAL FACILITY             ,inmate,inputs/Lookup/tblInmateHousing.csv
ARR,ARROWHEAD CORRECTIONAL FACILITY                   ,inmate,inputs/Lookup/tblInmateHousing.csv
BCC,BOONEVILLE CORRECTIONAL CENTER                    ,inmate,inputs/Lookup/tblInmateHousing.csv
BCI,BELMONT CORRECTIONAL INSTITUTION                  ,inmate,inputs/Lookup/tblInmateHousing.csv
BEN,BENT COUNTY CORRECTIONAL FACILITY                 ,inmate,inputs/Lookup/tblInmateHousing.csv
BIS,NORTH DAKOTA STATE PENITENTIARY                   ,inmate,inputs/Lookup/tblInmateHousing.csv
BMC,BIG MUDDY CORRECTIONAL CENTER                     ,inmate,inputs/Lookup/tblInmateHousing.csv
BOO,BOOTCAMP                                          ,inmate,inputs/Lookup/tblInmateHousing.csv
BRF,BLACK RIVERS FALL CORRECTIONAL INSTITUTION        ,inmate,inputs/Lookup/tblInmateHousing.csv
BRO,BROOKS REGIONAL FACILITY                          ,inmate,inputs/Lookup/tblInmateHousing.csv
BTC,BRANCHVILLE TRAINING CENTER                       ,inmate,inputs/Lookup/tblInmateHousing.csv
BUE,BUENA VISTA CORRECTIONAL FACILITY                 ,inmate,inputs/Lookup/tblInmateHousing.csv
CAR,CARSON CITY CORRECTIONAL FACILITY                 ,inmate,inputs/Lookup/tblInmateHousing.csv
CCC,CROSSROADS CORRECTIONAL CENTER                    ,inmate,inputs/Lookup/tblInmateHousing.csv
CCM,MOBERLY CORRECTIONAL CENTER                       ,inmate,inputs/Lookup/tblInmateHousing.csv
CEF,CHARLES EGELER CORRECTIONAL FACILITY              ,inmate,inputs/Lookup/tblInmateHousing.csv
CEN,CENTRALIA CORRECTIONAL CENTER                     ,inmate,inputs/Lookup/tblInmateHousing.csv
CHI,CHILLICOTHE  CORRECTIONAL INSTITUTE               ,inmate,inputs/Lookup/tblInmateHousing.csv
CIC,CORRECTIONAL INDUSTRIAL COMPLEX                   ,inmate,inputs/Lookup/tblInmateHousing.csv
CLA,CLARINDA CORRECTIONAL FACILITY                    ,inmate,inputs/Lookup/tblInmateHousing.csv
CMC,CORRECTIONS MEDICAL CENTER                        ,inmate,inputs/Lookup/tblInmateHousing.csv
COL,COLUMBIA CORRECTIONAL INSTITUTION                 ,inmate,inputs/Lookup/tblInmateHousing.csv
COR,CORRECTIONAL RECEPTION CENTER                     ,inmate,inputs/Lookup/tblInmateHousing.csv
CPO,CAMP OJIBWAY                                      ,inmate,inputs/Lookup/tblInmateHousing.csv
CRO,ST. CROIX CORRECTIONAL CENTER                     ,inmate,inputs/Lookup/tblInmateHousing.csv
CSP,COLORADO STATE PENITENTIARY                       ,inmate,inputs/Lookup/tblInmateHousing.csv
CTC,CHIPPEWA TEMPOARY CORRECTIONAL FACILITY           ,inmate,inputs/Lookup/tblInmateHousing.csv
DAN,DANVILLE CORRECTIONAL CENTER                      ,inmate,inputs/Lookup/tblInmateHousing.csv
DCI,DAYTON CORRECTIONAL INSTITUTE                     ,inmate,inputs/Lookup/tblInmateHousing.csv
DCS,DEPARTMENT OF CORRECTIONAL SERVICES               ,inmate,inputs/Lookup/tblInmateHousing.csv
DEL,DELTA CORRECTIONAL FACILITY                       ,inmate,inputs/Lookup/tblInmateHousing.csv
DEN,DENVER RECEPTION & DIAGNOSTIC CENTER              ,inmate,inputs/Lookup/tblInmateHousing.csv
DIS,DIVISION OF INTENSIVE SANCTIONS                   ,inmate,inputs/Lookup/tblInmateHousing.csv
DIX,DIXON CORRECTIONAL CENTER                         ,inmate,inputs/Lookup/tblInmateHousing.csv
DOD,DODGE CORRECTIONAL INSTITUTION                    ,inmate,inputs/Lookup/tblInmateHousing.csv
DUN,DUNES CORRECTIONAL FACILITY                       ,inmate,inputs/Lookup/tblInmateHousing.csv
DWI,DWIGHT CORRECTIONAL CENTER                        ,inmate,inputs/Lookup/tblInmateHousing.csv
EAS,EAST MOLINE CORRECTIONAL CENTER                   ,inmate,inputs/Lookup/tblInmateHousing.csv
ECF,ELLSWORTH CORRECTIONAL FACILITY                   ,inmate,inputs/Lookup/tblInmateHousing.csv
EGC,EGELER CORRECTIONAL FACILITY                      ,inmate,inputs/Lookup/tblInmateHousing.csv
ELD,EL DORADO CORRECTIONAL FACILITY                   ,inmate,inputs/Lookup/tblInmateHousing.csv
EMC,EASTERN MISSOURI CORRECTIONAL CTR.                ,inmate,inputs/Lookup/tblInmateHousing.csv
END,DAKOTA WOMEN'S CORRECTIONAL FACILITY              ,inmate,inputs/Lookup/tblInmateHousing.csv
ENG,ENGLER CORRECTIONAL FACILITY                      ,inmate,inputs/Lookup/tblInmateHousing.csv
ENW,FEDERAL CORRECTIONAL INSTITUTE                    ,inmate,inputs/Lookup/tblInmateHousing.csv
FC ,FEDERAL CORRECTIONAL                              ,inmate,inputs/Lookup/tblInmateHousing.csv
FCC,FARMINGTON CORRECTIONAL CENTER                    ,inmate,inputs/Lookup/tblInmateHousing.csv
FCI,FOX LAKE CORRECTIONAL INSTITUTION                 ,inmate,inputs/Lookup/tblInmateHousing.csv
FOU,FOUR MILE CORRECTIONAL FACILITY                   ,inmate,inputs/Lookup/tblInmateHousing.csv
FRD,FULTON RECEPTION AND DIAGNOSTIC CENTER            ,inmate,inputs/Lookup/tblInmateHousing.csv
FRE,FREMONT CORRECTIONAL FACILITY                     ,inmate,inputs/Lookup/tblInmateHousing.csv
FTH,FEDERAL CORRECTIONAL - TERRE HAUTE                ,inmate,inputs/Lookup/tblInmateHousing.csv
GCC,GALESBURG CORRECTIONAL CENTER                     ,inmate,inputs/Lookup/tblInmateHousing.csv
GFT,GRAFTON CORRECTIONAL INSTITUTION                  ,inmate,inputs/Lookup/tblInmateHousing.csv
GRA,GRAHAM CORRECTIONAL CENTER                        ,inmate,inputs/Lookup/tblInmateHousing.csv
GRE,GREEN BAY CORRECTIONAL INSTITUTION                ,inmate,inputs/Lookup/tblInmateHousing.csv
GUN,CENTRAL UTAH CORRECTIONAL FACILITY                ,inmate,inputs/Lookup/tblInmateHousing.csv
GUS,GUS HARRISON FACILITY                             ,inmate,inputs/Lookup/tblInmateHousing.csv
HAS,HASTINGS CORRECTIONAL CENTER                      ,inmate,inputs/Lookup/tblInmateHousing.csv
HCC,HILL CORRECTIONAL CENTER                          ,inmate,inputs/Lookup/tblInmateHousing.csv
HCF,HUTCHINSON CORRECTIONAL FACILITY                  ,inmate,inputs/Lookup/tblInmateHousing.csv
HCK,HOCKING CORRECTIONAL FACILITY                     ,inmate,inputs/Lookup/tblInmateHousing.csv
HCW,HUTCHINSON CORRECTIONAL WORK FACILITY             ,inmate,inputs/Lookup/tblInmateHousing.csv
HIA,HIAWATHA TEMPORARY FACILITY                       ,inmate,inputs/Lookup/tblInmateHousing.csv
HUE,HUERFANO CORRECTIONAL FACILITY                    ,inmate,inputs/Lookup/tblInmateHousing.csv
ICD,IOWA DEPARTMENT OF CORRECTIONS                    ,inmate,inputs/Lookup/tblInmateHousing.csv
ICW,IOWA CORRECTIONAL INSTITUTE FOR WOMEN             ,inmate,inputs/Lookup/tblInmateHousing.csv
IDC,IOWA DEPARTMENT OF CORRECTIONS-WORK RELEASE CENTER,inmate,inputs/Lookup/tblInmateHousing.csv
IMA,IOWA MEDICAL AND CLASSIFICATION CENTER            ,inmate,inputs/Lookup/tblInmateHousing.csv
IMR,IOWA MEN'S REFORMATORY                            ,inmate,inputs/Lookup/tblInmateHousing.csv
IND,INDIANA STATE PRISON                              ,inmate,inputs/Lookup/tblInmateHousing.csv
ION,IONIA CORRECTIONAL FACILITY                       ,inmate,inputs/Lookup/tblInmateHousing.csv
IRC,ILLINOIS RIVER CORRECTIONAL INSTITUTION           ,inmate,inputs/Lookup/tblInmateHousing.csv
ISF,INDIANA STATE FARM                                ,inmate,inputs/Lookup/tblInmateHousing.csv
