"zcta","state","stab","ZIPName","pop20","afact2","afact"
"ZIP census tabulation area","State code","State abbr.","ZIP Code name","Total population (2020 Census)","state-to-zcta allocation factor","zcta-to-state allocation factor"
"65263","29","MO","Madison, MO",1753,0.0003,1 
"65264","29","MO","Martinsburg, MO",792,0.0001,1 
"65265","29","MO","Mexico, MO",15238,0.0025,1 
"65270","29","MO","Moberly, MO",17565,0.0029,1 
"65274","29","MO","New Franklin, MO",1586,0.0003,1 
"65275","29","MO","Paris, MO",2352,0.0004,1 
"65276","29","MO","Pilot Grove, MO",1544,0.0003,1 
"65278","29","MO","Renick, MO (PO boxes)",104,0,1 
"65279","29","MO","Rocheport, MO",1819,0.0003,1 
"65280","29","MO","Rush Hill, MO",208,0,1 
"65281","29","MO","Salisbury, MO",2979,0.0005,1 
"65282","29","MO","Santa Fe, MO",109,0,1 
"65283","29","MO","Stoutsville, MO",459,0.0001,1 
"65284","29","MO","Sturgeon, MO",2279,0.0004,1 
"65285","29","MO","Thompson, MO",652,0.0001,1 
"65286","29","MO","Triplett, MO",114,0,1 
"65287","29","MO","Wooldridge, MO",316,0.0001,1 
"65301","29","MO","Sedalia, MO",34987,0.0057,1 
"65305","29","MO","Whiteman Air Force Base, MO",2851,0.0005,1 
"65320","29","MO","Arrow Rock, MO (PO boxes)",74,0,1 
"65321","29","MO","Blackburn, MO",399,0.0001,1 
"65322","29","MO","Blackwater, MO",637,0.0001,1 
"65323","29","MO","Calhoun, MO",919,0.0001,1 
"65324","29","MO","Climax Springs, MO",1302,0.0002,1 
"65325","29","MO","Cole Camp, MO",3142,0.0005,1 
"65326","29","MO","Edwards, MO",2051,0.0003,1 
"65327","29","MO","Emma, MO (PO boxes)",209,0,1 
"65329","29","MO","Florence, MO",500,0.0001,1 
"65330","29","MO","Gilliam, MO",396,0.0001,1 
"65332","29","MO","Green Ridge, MO",1652,0.0003,1 
"65333","29","MO","Houstonia, MO",760,0.0001,1 
"65334","29","MO","Hughesville, MO",976,0.0002,1 
"65335","29","MO","Ionia, MO",246,0,1 
"65336","29","MO","Knob Noster, MO",6136,0.001,1 
"65337","29","MO","La Monte, MO",1882,0.0003,1 
"65338","29","MO","Lincoln, MO",2913,0.0005,1 
"65339","29","MO","Malta Bend, MO",533,0.0001,1 
"65340","29","MO","Marshall, MO",16488,0.0027,1 
"65344","29","MO","Miami, MO",301,0,1 
"65345","29","MO","Mora, MO",491,0.0001,1 
"65347","29","MO","Nelson, MO",634,0.0001,1 
"65348","29","MO","Otterville, MO",1263,0.0002,1 
"65349","29","MO","Slater, MO",2371,0.0004,1 
"65350","29","MO","Smithton, MO",1681,0.0003,1 
"65351","29","MO","Sweet Springs, MO",2301,0.0004,1 
"65354","29","MO","Syracuse, MO",547,0.0001,1 
"65355","29","MO","Warsaw, MO",10675,0.0017,1 
"65360","29","MO","Windsor, MO",4692,0.0008,1 
"65401","29","MO","Rolla, MO",32310,0.0052,1 
"65409","29","MO","Rolla, MO",34,0,1 
"65436","29","MO","Beulah, MO",99,0,1 
"65438","29","MO","Birch Tree, MO",2570,0.0004,1 
"65439","29","MO","Bixby, MO",227,0,1 
"65440","29","MO","Boss, MO",445,0.0001,1 
"65441","29","MO","Bourbon, MO",4760,0.0008,1 
"65443","29","MO","Brinktown, MO",94,0,1 
"65444","29","MO","Bucyrus, MO",1027,0.0002,1 
"65446","29","MO","Cherryville, MO",395,0.0001,1 
"65449","29","MO","Cook Sta, MO",341,0.0001,1 
"65452","29","MO","Crocker, MO",2942,0.0005,1 
"65453","29","MO","Cuba, MO",7966,0.0013,1 
"65456","29","MO","Davisville, MO",460,0.0001,1 
"65457","29","MO","Devils Elbow, MO",245,0,1 
"65459","29","MO","Dixon, MO",7524,0.0012,1 
"65461","29","MO","Duke, MO",133,0,1 
"65462","29","MO","Edgar Springs, MO",1395,0.0002,1 
"65463","29","MO","Eldridge, MO",882,0.0001,1 
"65464","29","MO","Elk Creek, MO",366,0.0001,1 
"65466","29","MO","Eminence, MO",1265,0.0002,1 
"65468","29","MO","Eunice, MO",101,0,1 
"65470","29","MO","Falcon, MO",1015,0.0002,1 
"65473","29","MO","Fort Leonard Wood, MO",15980,0.0026,1 
"65479","29","MO","Hartshorn, MO",360,0.0001,1 
"65483","29","MO","Houston, MO",4607,0.0007,1 
"65484","29","MO","Huggins, MO",165,0,1 
"65486","29","MO","Iberia, MO",3340,0.0005,1 
"65501","29","MO","Jadwin, MO",215,0,1 
"65529","29","MO","Jerome, MO",171,0,1 
"65534","29","MO","Laquey, MO",944,0.0002,1 
"65535","29","MO","Leasburg, MO",1517,0.0002,1 
"65536","29","MO","Lebanon, MO",29550,0.0048,1 
"65541","29","MO","Lenox, MO",292,0,1 
"65542","29","MO","Licking, MO",6489,0.0011,1 
"65543","29","MO","Lynchburg, MO",404,0.0001,1 
"65548","29","MO","Mountain View, MO",5897,0.001,1 
"65550","29","MO","Newburg, MO",2836,0.0005,1 
"65552","29","MO","Plato, MO",1911,0.0003,1 
"65555","29","MO","Raymondville, MO",1060,0.0002,1 
"65556","29","MO","Richland, MO",5574,0.0009,1 
"65557","29","MO","Roby, MO",209,0,1 
"65559","29","MO","Saint James, MO",9128,0.0015,1 
"65560","29","MO","Salem, MO",13292,0.0022,1 
"65564","29","MO","Solo, MO",230,0,1 
"65565","29","MO","Steelville, MO",5238,0.0009,1 
"65566","29","MO","Viburnum, MO",777,0.0001,1 
"65567","29","MO","Stoutland, MO",1199,0.0002,1 
"65570","29","MO","Success, MO",412,0.0001,1 
"65571","29","MO","Summersville, MO",1962,0.0003,1 
"65580","29","MO","Vichy, MO",858,0.0001,1 
"65582","29","MO","Vienna, MO",1983,0.0003,1 
"65583","29","MO","Waynesville, MO",13561,0.0022,1 
"65584","29","MO","Saint Robert, MO",10714,0.0017,1 
"65586","29","MO","Wesco, MO (PO boxes)",23,0,1 
"65588","29","MO","Winona, MO",2202,0.0004,1 
"65589","29","MO","Yukon, MO",134,0,1 
"65590","29","MO","Long Lane, MO",1616,0.0003,1 
"65591","29","MO","Montreal, MO",1328,0.0002,1 
"65601","29","MO","Aldrich, MO",923,0.0001,1 
"65603","29","MO","Arcola, MO",172,0,1 
"65604","29","MO","Ash Grove, MO",3809,0.0006,1 
"65605","29","MO","Aurora, MO",11795,0.0019,1 
"65606","29","MO","Alton, MO",2662,0.0004,1 
"65608","29","MO","Ava, MO",8496,0.0014,1 
"65609","29","MO","Bakersfield, MO",631,0.0001,1 
"65610","29","MO","Billings, MO",5339,0.0009,1 
"65611","29","MO","Blue Eye, MO",1988,0.0003,1 
"65612","29","MO","Bois D Arc, MO",1377,0.0002,1 
"65613","29","MO","Bolivar, MO",17890,0.0029,1 
"65614","29","MO","Bradleyville, MO",521,0.0001,1 
"65616","29","MO","Branson, MO",27562,0.0045,1 
"65617","29","MO","Brighton, MO",1727,0.0003,1 
"65618","29","MO","Brixey, MO",107,0,1 
"65619","29","MO","Brookline, MO",8684,0.0014,1 
"65620","29","MO","Bruner, MO",353,0.0001,1 
"65622","29","MO","Buffalo, MO",8461,0.0014,1 
"65623","29","MO","Butterfield, MO (PO boxes)",36,0,1 
"65624","29","MO","Cape Fair, MO",1662,0.0003,1 
"65625","29","MO","Cassville, MO",8298,0.0013,1 
"65626","29","MO","Caulfield, MO",1637,0.0003,1 
"65627","29","MO","Cedarcreek, MO",503,0.0001,1 
"65629","29","MO","Chadwick, MO",646,0.0001,1 
"65630","29","MO","Chestnutridge, MO",521,0.0001,1 
"65631","29","MO","Clever, MO",5599,0.0009,1 
"65632","29","MO","Conway, MO",2993,0.0005,1 
"65633","29","MO","Crane, MO",4121,0.0007,1 
"65634","29","MO","Cross Timbers, MO",582,0.0001,1 
"65635","29","MO","Dadeville, MO",574,0.0001,1 
"65637","29","MO","Dora, MO",917,0.0001,1 
"65638","29","MO","Drury, MO",389,0.0001,1 
"65640","29","MO","Dunnegan, MO",910,0.0001,1 
"65641","29","MO","Eagle Rock, MO",1294,0.0002,1 
"65644","29","MO","Elkland, MO",2805,0.0005,1 
"65646","29","MO","Everton, MO",1888,0.0003,1 
"65647","29","MO","Exeter, MO",2310,0.0004,1 
"65648","29","MO","Fair Grove, MO",5784,0.0009,1 
"65649","29","MO","Fair Play, MO",1649,0.0003,1 
"65650","29","MO","Flemington, MO",1423,0.0002,1 
"65652","29","MO","Fordland, MO",4068,0.0007,1 
"65653","29","MO","Forsyth, MO",5806,0.0009,1 
"65654","29","MO","Freistatt, MO (PO boxes)",184,0,1 
"65655","29","MO","Gainesville, MO",2806,0.0005,1 
"65656","29","MO","Galena, MO",4684,0.0008,1 
"65657","29","MO","Garrison, MO",106,0,1 
"65658","29","MO","Golden, MO",1026,0.0002,1 
"65660","29","MO","Graff, MO",243,0,1 
"65661","29","MO","Greenfield, MO",2422,0.0004,1 
"65662","29","MO","Grovespring, MO",1215,0.0002,1 
"65663","29","MO","Half Way, MO",2424,0.0004,1 
"65664","29","MO","Halltown, MO (PO boxes)",118,0,1 
"65666","29","MO","Hardenville, MO",60,0,1 
"65667","29","MO","Hartville, MO",3404,0.0006,1 
"65668","29","MO","Hermitage, MO",1631,0.0003,1 
"65669","29","MO","Highlandville, MO",2531,0.0004,1 
"65672","29","MO","Hollister, MO",8548,0.0014,1 
"65674","29","MO","Humansville, MO",2909,0.0005,1 
"65675","29","MO","Hurley, MO (PO boxes)",39,0,1 
"65676","29","MO","Isabella, MO",361,0.0001,1 
"65679","29","MO","Kirbyville, MO",2569,0.0004,1 
"65680","29","MO","Kissee Mills, MO",1218,0.0002,1 
"65681","29","MO","Lampe, MO",2001,0.0003,1 
"65682","29","MO","Lockwood, MO",1776,0.0003,1 
"65685","29","MO","Louisburg, MO",943,0.0002,1 
"65686","29","MO","Kimberling City, MO",4442,0.0007,1 
"65688","29","MO","Brandsville, MO (PO boxes)",56,0,1 
"65689","29","MO","Cabool, MO",4185,0.0007,1 
"65690","29","MO","Couch, MO",180,0,1 
"65692","29","MO","Koshkonong, MO",965,0.0002,1 
"65702","29","MO","Macomb, MO",368,0.0001,1 
"65704","29","MO","Mansfield, MO",3883,0.0006,1 
"65705","29","MO","Marionville, MO",3741,0.0006,1 
"65706","29","MO","Marshfield, MO",15784,0.0026,1 
"65707","29","MO","Miller, MO",2275,0.0004,1 
"65708","29","MO","Monett, MO",12973,0.0021,1 
"65710","29","MO","Morrisville, MO",1253,0.0002,1 
"65711","29","MO","Mountain Grove, MO",9278,0.0015,1 
"65712","29","MO","Mount Vernon, MO",8464,0.0014,1 
"65713","29","MO","Niangua, MO",2562,0.0004,1 
"65714","29","MO","Nixa, MO",35109,0.0057,1 
"65715","29","MO","Noble, MO",83,0,1 
"65717","29","MO","Norwood, MO",2236,0.0004,1 
"65720","29","MO","Oldfield, MO",538,0.0001,1 
"65721","29","MO","Ozark, MO",32975,0.0054,1 
"65722","29","MO","Phillipsburg, MO",1833,0.0003,1 
"65723","29","MO","Pierce City, MO",3673,0.0006,1 
"65724","29","MO","Pittsburg, MO",1283,0.0002,1 
"65725","29","MO","Pleasant Hope, MO",2441,0.0004,1 
"65726","29","MO","Point Lookout, MO (PO boxes)",1696,0.0003,1 
"65727","29","MO","Polk, MO",165,0,1 
"65728","29","MO","Ponce De Leon, MO",55,0,1 
"65729","05","AR","Pontiac, MO",67,0,0.2279 
"65729","29","MO","Pontiac, MO",227,0,0.7721 
"65730","29","MO","Powell, MO",177,0,1 
"65731","29","MO","Powersite, MO",295,0,1 
"65732","29","MO","Preston, MO",823,0.0001,1 
"65733","05","AR","Protem, MO",183,0.0001,0.3045 
"65733","29","MO","Protem, MO",418,0.0001,0.6955 
"65734","29","MO","Purdy, MO",3232,0.0005,1 
"65735","29","MO","Quincy, MO",188,0,1 
"65737","29","MO","Reeds Spring, MO",8209,0.0013,1 
"65738","29","MO","Republic, MO",20995,0.0034,1 
"65739","29","MO","Ridgedale, MO",1240,0.0002,1 
"65740","29","MO","Rockaway Beach, MO",3543,0.0006,1 
"65741","29","MO","Rockbridge, MO (PO boxes)",5,0,1 
"65742","29","MO","Rogersville, MO",12807,0.0021,1 
"65744","29","MO","Rueter, MO",103,0,1 
"65745","29","MO","Seligman, MO",2590,0.0004,1 
"65746","29","MO","Seymour, MO",8667,0.0014,1 
"65747","29","MO","Shell Knob, MO",3364,0.0005,1 
"65752","29","MO","South Greenfield, MO",510,0.0001,1 
"65753","29","MO","Sparta, MO",4937,0.0008,1 
"65754","29","MO","Spokane, MO",990,0.0002,1 
"65755","29","MO","Squires, MO",397,0.0001,1 
"65756","29","MO","Stotts City, MO",783,0.0001,1 
"65757","29","MO","Strafford, MO",7962,0.0013,1 
"65759","29","MO","Taneyville, MO",1158,0.0002,1 
"65760","29","MO","Tecumseh, MO",676,0.0001,1 
"65761","05","AR","Theodosia, MO",85,0,0.0783 
"65761","29","MO","Theodosia, MO",1000,0.0002,0.9217 
"65762","29","MO","Thornfield, MO",397,0.0001,1 
"65764","29","MO","Tunas, MO",1393,0.0002,1 
"65766","29","MO","Udall, MO",94,0,1 
"65767","29","MO","Urbana, MO",1962,0.0003,1 
"65768","29","MO","Vanzant, MO",292,0,1 
"65769","29","MO","Verona, MO",3017,0.0005,1 
"65770","29","MO","Walnut Grove, MO",3044,0.0005,1 
"65771","29","MO","Walnut Shade, MO",1375,0.0002,1 
"65772","29","MO","Washburn, MO",2028,0.0003,1 
"65773","29","MO","Wasola, MO",566,0.0001,1 
"65774","29","MO","Weaubleau, MO",767,0.0001,1 
"65775","29","MO","West Plains, MO",24519,0.004,1 
"65777","29","MO","Moody, MO",236,0,1 
"65778","29","MO","Myrtle, MO",332,0.0001,1 
"65779","29","MO","Wheatland, MO",1768,0.0003,1 
"65781","29","MO","Willard, MO",9609,0.0016,1 
"65783","29","MO","Windyville, MO",154,0,1 
"65784","29","MO","Zanoni, MO",44,0,1 
"65785","29","MO","Stockton, MO",5302,0.0009,1 
"65786","29","MO","Macks Creek, MO",2171,0.0004,1 
"65787","29","MO","Roach, MO",1549,0.0003,1 
"65788","29","MO","Peace Valley, MO",466,0.0001,1 
"65789","29","MO","Pomona, MO",1744,0.0003,1 
"65790","29","MO","Pottersville, MO",763,0.0001,1 
"65791","29","MO","Thayer, MO",4085,0.0007,1 
"65793","29","MO","Willow Springs, MO",6304,0.001,1 
"65801","29","MO","Springfield, MO (PO boxes)",16,0,1 
"65802","29","MO","Springfield, MO",48233,0.0078,1 
"65803","29","MO","Springfield, MO",42007,0.0068,1 
"65804","29","MO","Springfield, MO",40064,0.0065,1 
"65806","29","MO","Springfield, MO",12529,0.002,1 
"65807","29","MO","Springfield, MO",55168,0.009,1 
"65809","29","MO","Springfield, MO",11882,0.0019,1 
"65810","29","MO","Springfield, MO",23168,0.0038,1 
"65897","29","MO","Springfield, MO",2773,0.0005,1 
"66002","20","KS","Atchison, KS",13376,0.0046,1 
"66006","20","KS","Baldwin City, KS",7894,0.0027,1 
"66007","20","KS","Basehor, KS",9875,0.0034,1 
"66008","20","KS","Bendena, KS",240,0.0001,1 
"66010","20","KS","Blue Mound, KS",523,0.0002,1 
"66012","20","KS","Bonner Springs, KS",10126,0.0034,1 
"66013","20","KS","Bucyrus, KS",2524,0.0009,1 
"66014","20","KS","Centerville, KS",402,0.0001,1 
"66015","20","KS","Colony, KS",732,0.0002,1 
"66016","20","KS","Cummings, KS",541,0.0002,1 
"66017","20","KS","Denton, KS",301,0.0001,1 
"66018","20","KS","De Soto, KS",6419,0.0022,1 
"66020","20","KS","Easton, KS",1478,0.0005,1 
"66021","20","KS","Edgerton, KS",2730,0.0009,1 
"66023","20","KS","Effingham, KS",1091,0.0004,1 
"66024","20","KS","Elwood, KS (PO boxes)",714,0.0002,1 
"66025","20","KS","Eudora, KS",8037,0.0027,1 
"66026","20","KS","Fontana, KS",716,0.0002,1 
"66027","20","KS","Fort Leavenworth, KS",6634,0.0023,1 
"66030","20","KS","Gardner, KS",25164,0.0086,1 
"66031","20","KS","New Century, KS",732,0.0002,1 
"66032","20","KS","Garnett, KS",5022,0.0017,1 
"66033","20","KS","Greeley, KS",760,0.0003,1 
"66035","20","KS","Highland, KS",1169,0.0004,1 
"66039","20","KS","Kincaid, KS",582,0.0002,1 
"66040","20","KS","La Cygne, KS",3463,0.0012,1 
"66041","20","KS","Lancaster, KS",644,0.0002,1 
"66042","20","KS","Lane, KS",689,0.0002,1 
"66043","20","KS","Lansing, KS",10784,0.0037,1 
"66044","20","KS","Lawrence, KS",28276,0.0096,1 
"66045","20","KS","Lawrence, KS",1601,0.0005,1 
"66046","20","KS","Lawrence, KS",19903,0.0068,1 
"66047","20","KS","Lawrence, KS",19396,0.0066,1 
"66048","20","KS","Leavenworth, KS",36628,0.0125,1 
"66049","20","KS","Lawrence, KS",32131,0.0109,1 
"66050","20","KS","Lecompton, KS",1787,0.0006,1 
"66052","20","KS","Linwood, KS",2070,0.0007,1 
"66053","20","KS","Louisburg, KS",8325,0.0028,1 
"66054","20","KS","Mc Louth, KS",2774,0.0009,1 
"66056","20","KS","Mound City, KS",1722,0.0006,1 
"66058","20","KS","Muscotah, KS",323,0.0001,1 
"66060","20","KS","Nortonville, KS",1080,0.0004,1 
"66061","20","KS","Olathe, KS",66166,0.0225,1 
"66062","20","KS","Olathe, KS",77553,0.0264,1 
"66064","20","KS","Osawatomie, KS",5783,0.002,1 
"66066","20","KS","Oskaloosa, KS",2681,0.0009,1 
"66067","20","KS","Ottawa, KS",16011,0.0054,1 
"66070","20","KS","Ozawkie, KS",2519,0.0009,1 
"66071","20","KS","Paola, KS",12416,0.0042,1 
"66072","20","KS","Parker, KS",1023,0.0003,1 
"66073","20","KS","Perry, KS",2295,0.0008,1 
"66075","20","KS","Pleasanton, KS",2097,0.0007,1 
"66076","20","KS","Pomona, KS",2282,0.0008,1 
"66078","20","KS","Princeton, KS",957,0.0003,1 
"66079","20","KS","Rantoul, KS",716,0.0002,1 
"66080","20","KS","Richmond, KS",1005,0.0003,1 
"66083","20","KS","Spring Hill, KS",11379,0.0039,1 
"66085","20","KS","Stilwell, KS",11231,0.0038,1 
"66086","20","KS","Tonganoxie, KS",10662,0.0036,1 
"66087","20","KS","Troy, KS",2009,0.0007,1 
"66088","20","KS","Valley Falls, KS",2310,0.0008,1 
"66090","20","KS","Wathena, KS",2609,0.0009,1 
"66091","20","KS","Welda, KS",358,0.0001,1 
"66092","20","KS","Wellsville, KS",4287,0.0015,1 
"66093","20","KS","Westphalia, KS",603,0.0002,1 
"66094","20","KS","White Cloud, KS",379,0.0001,1 
"66095","20","KS","Williamsburg, KS",875,0.0003,1 
"66097","20","KS","Winchester, KS",952,0.0003,1 
"66101","20","KS","Kansas City, KS",13785,0.0047,1 
"66102","20","KS","Kansas City, KS",30730,0.0105,1 
"66103","20","KS","Kansas City, KS",12741,0.0043,1 
"66104","20","KS","Kansas City, KS",27509,0.0094,1 
"66105","20","KS","Kansas City, KS",2870,0.001,1 
"66106","20","KS","Kansas City, KS",24085,0.0082,1 
"66109","20","KS","Kansas City, KS",26160,0.0089,1 
"66111","20","KS","Kansas City, KS",10506,0.0036,1 
"66112","20","KS","Kansas City, KS",12507,0.0043,1 
"66118","20","KS","Kansas City, KS",25,0,1 
"66160","20","KS","Kansas City, KS",491,0.0002,1 
"66202","20","KS","Mission, KS",16827,0.0057,1 
"66203","20","KS","Shawnee, KS",19439,0.0066,1 
"66204","20","KS","Overland Park, KS",19381,0.0066,1 
"66205","20","KS","Mission, KS",13929,0.0047,1 
"66206","20","KS","Leawood, KS",10882,0.0037,1 
"66207","20","KS","Overland Park, KS",14519,0.0049,1 
"66208","20","KS","Prairie Village, KS",21870,0.0074,1 
"66209","20","KS","Leawood, KS",20056,0.0068,1 
"66210","20","KS","Overland Park, KS",19057,0.0065,1 
"66211","20","KS","Leawood, KS",4917,0.0017,1 
"66212","20","KS","Overland Park, KS",32971,0.0112,1 
"66213","20","KS","Overland Park, KS",30987,0.0105,1 
"66214","20","KS","Overland Park, KS",12263,0.0042,1 
"66215","20","KS","Lenexa, KS",26351,0.009,1 
"66216","20","KS","Shawnee, KS",25169,0.0086,1 
"66217","20","KS","Shawnee, KS",5398,0.0018,1 
"66218","20","KS","Shawnee, KS",9558,0.0033,1 
"66219","20","KS","Lenexa, KS",13378,0.0046,1 
"66220","20","KS","Lenexa, KS",8586,0.0029,1 
"66221","20","KS","Overland Park, KS",24818,0.0084,1 
"66223","20","KS","Overland Park, KS",24843,0.0085,1 
"66224","20","KS","Overland Park, KS",13671,0.0047,1 
"66226","20","KS","Shawnee, KS",14844,0.0051,1 
"66227","20","KS","Lenexa, KS",8476,0.0029,1 
"66251","20","KS","Overland Park, KS",12,0,1 
"66401","20","KS","Alma, KS",1744,0.0006,1 
"66402","20","KS","Auburn, KS",3125,0.0011,1 
"66403","20","KS","Axtell, KS",756,0.0003,1 
"66404","20","KS","Baileyville, KS",522,0.0002,1 
"66406","20","KS","Beattie, KS",443,0.0002,1 
"66407","20","KS","Belvue, KS",492,0.0002,1 
"66408","20","KS","Bern, KS",417,0.0001,1 
"66409","20","KS","Berryton, KS",3211,0.0011,1 
"66411","20","KS","Blue Rapids, KS",1227,0.0004,1 
"66412","20","KS","Bremen, KS",292,0.0001,1 
"66413","20","KS","Burlingame, KS",1830,0.0006,1 
"66414","20","KS","Carbondale, KS",2719,0.0009,1 
"66415","20","KS","Centralia, KS",848,0.0003,1 
"66416","20","KS","Circleville, KS",489,0.0002,1 
"66417","20","KS","Corning, KS",442,0.0002,1 
"66418","20","KS","Delia, KS",701,0.0002,1 
"66419","20","KS","Denison, KS",422,0.0001,1 
"66422","20","KS","Emmett, KS",445,0.0002,1 
"66423","20","KS","Eskridge, KS",855,0.0003,1 
"66424","20","KS","Everest, KS",521,0.0002,1 
"66425","20","KS","Fairview, KS",432,0.0001,1 
"66427","20","KS","Frankfort, KS",1328,0.0005,1 
"66428","20","KS","Goff, KS",372,0.0001,1 
"66429","20","KS","Grantville, KS",564,0.0002,1 
"66431","20","KS","Harveyville, KS",641,0.0002,1 
"66432","20","KS","Havensville, KS",389,0.0001,1 
"66434","20","KS","Hiawatha, KS",4783,0.0016,1 
"66436","20","KS","Holton, KS",5824,0.002,1 
"66438","20","KS","Home, KS",267,0.0001,1 
"66439","20","KS","Horton, KS",2507,0.0009,1 
"66440","20","KS","Hoyt, KS",1895,0.0006,1 
"66441","20","KS","Junction City, KS",26381,0.009,1 
"66442","20","KS","Fort Riley, KS",16751,0.0057,1 
"66449","20","KS","Leonardville, KS",807,0.0003,1 
"66451","20","KS","Lyndon, KS",1709,0.0006,1 
"66501","20","KS","Mc Farland, KS (PO boxes)",272,0.0001,1 
"66502","20","KS","Manhattan, KS",44384,0.0151,1 
"66503","20","KS","Manhattan, KS",16565,0.0056,1 
"66506","20","KS","Manhattan, KS",3128,0.0011,1 
"66507","20","KS","Maple Hill, KS",1227,0.0004,1 
"66508","20","KS","Marysville, KS",4348,0.0015,1 
"66509","20","KS","Mayetta, KS",2600,0.0009,1 
"66510","20","KS","Melvern, KS",757,0.0003,1 
"66512","20","KS","Meriden, KS",3390,0.0012,1 
"66514","20","KS","Milford, KS",1692,0.0006,1 
"66515","20","KS","Morrill, KS",442,0.0002,1 
"66516","20","KS","Netawaka, KS",343,0.0001,1 
"66517","20","KS","Ogden, KS",1666,0.0006,1 
"66518","20","KS","Oketo, KS",167,0.0001,1 
"66520","20","KS","Olsburg, KS",647,0.0002,1 
"66521","20","KS","Onaga, KS",1521,0.0005,1 
"66522","20","KS","Oneida, KS",56,0,1 
"66523","20","KS","Osage City, KS",3722,0.0013,1 
"66524","20","KS","Overbrook, KS",2540,0.0009,1 
"66526","20","KS","Paxico, KS",798,0.0003,1 
"66527","20","KS","Powhattan, KS",222,0.0001,1 
"66528","20","KS","Quenemo, KS",782,0.0003,1 
"66531","20","KS","Riley, KS",1359,0.0005,1 
"66532","20","KS","Robinson, KS",560,0.0002,1 
"66533","20","KS","Rossville, KS",1826,0.0006,1 
"66534","20","KS","Sabetha, KS",3704,0.0013,1 
"66535","20","KS","Saint George, KS",3276,0.0011,1 
"66536","20","KS","Saint Marys, KS",4151,0.0014,1 
"66537","20","KS","Scranton, KS",1328,0.0005,1 
"66538","20","KS","Seneca, KS",3342,0.0011,1 
"66539","20","KS","Silver Lake, KS",2762,0.0009,1 
"66540","20","KS","Soldier, KS",509,0.0002,1 
"66541","20","KS","Summerfield, KS",209,0.0001,0.8894 
"66541","31","NE","Summerfield, KS",26,0,0.1106 
"66542","20","KS","Tecumseh, KS",3628,0.0012,1 
"66543","20","KS","Vassar, KS",782,0.0003,1 
"66544","20","KS","Vermillion, KS",300,0.0001,1 
"66546","20","KS","Wakarusa, KS",1083,0.0004,1 
"66547","20","KS","Wamego, KS",8825,0.003,1 
"66548","20","KS","Waterville, KS",926,0.0003,1 
"66549","20","KS","Westmoreland, KS",1583,0.0005,1 
"66550","20","KS","Wetmore, KS",555,0.0002,1 
"66552","20","KS","Whiting, KS",390,0.0001,1 
"66554","20","KS","Randolph, KS",565,0.0002,1 
"66603","20","KS","Topeka, KS",1569,0.0005,1 
"66604","20","KS","Topeka, KS",22933,0.0078,1 
"66605","20","KS","Topeka, KS",19531,0.0066,1 
"66606","20","KS","Topeka, KS",11056,0.0038,1 
"66607","20","KS","Topeka, KS",10414,0.0035,1 
"66608","20","KS","Topeka, KS",5247,0.0018,1 
"66609","20","KS","Topeka, KS",7519,0.0026,1 
"66610","20","KS","Topeka, KS",10414,0.0035,1 
"66611","20","KS","Topeka, KS",9843,0.0034,1 
"66612","20","KS","Topeka, KS",2097,0.0007,1 
"66614","20","KS","Topeka, KS",31332,0.0107,1 
"66615","20","KS","Topeka, KS",3500,0.0012,1 
"66616","20","KS","Topeka, KS",5610,0.0019,1 
"66617","20","KS","Topeka, KS",8818,0.003,1 
"66618","20","KS","Topeka, KS",9940,0.0034,1 
"66619","20","KS","Topeka, KS",3207,0.0011,1 
"66621","20","KS","Topeka, KS",730,0.0002,1 
"66622","20","KS","Topeka, KS",27,0,1 
"66701","20","KS","Fort Scott, KS",11642,0.004,1 
"66710","20","KS","Altoona, KS",671,0.0002,1 
"66711","20","KS","Arcadia, KS",582,0.0002,1 
"66712","20","KS","Arma, KS",1863,0.0006,1 
"66713","20","KS","Baxter Springs, KS",5234,0.0018,1 
"66714","20","KS","Benedict, KS",183,0.0001,1 
"66716","20","KS","Bronson, KS",580,0.0002,1 
"66717","20","KS","Buffalo, KS",429,0.0001,1 
"66720","20","KS","Chanute, KS",10844,0.0037,1 
"66724","20","KS","Cherokee, KS",913,0.0003,1 
"66725","20","KS","Columbus, KS",5065,0.0017,1 
"66732","20","KS","Elsmore, KS",233,0.0001,1 
"66733","20","KS","Erie, KS",2056,0.0007,1 
"66734","20","KS","Farlington, KS",273,0.0001,1 
"66735","20","KS","Franklin, KS",529,0.0002,1 
"66736","20","KS","Fredonia, KS",3614,0.0012,1 
"66738","20","KS","Fulton, KS",373,0.0001,1 
"66739","20","KS","Galena, KS",5283,0.0018,1 
"66740","20","KS","Galesburg, KS",547,0.0002,1 
"66741","20","KS","Garland, KS",228,0.0001,1 
"66742","20","KS","Gas, KS (PO boxes)",39,0,1 
"66743","20","KS","Girard, KS",4191,0.0014,1 
"66746","20","KS","Hepler, KS",222,0.0001,1 
"66748","20","KS","Humboldt, KS",2603,0.0009,1 
"66749","20","KS","Iola, KS",7512,0.0026,1 
"66751","20","KS","La Harpe, KS",722,0.0002,1 
"66753","20","KS","Mc Cune, KS",1029,0.0004,1 
"66754","20","KS","Mapleton, KS",440,0.0001,1 
"66755","20","KS","Moran, KS",989,0.0003,1 
"66756","20","KS","Mulberry, KS",878,0.0003,1 
"66757","20","KS","Neodesha, KS",3296,0.0011,1 
